"gene","source"
"DLL4","GeneCards"
"TARDBP","GeneCards"
"MIR637","GeneCards"
"CD40","GeneCards"
"MIR208B","GeneCards"
"APOL1","GeneCards"
"ABCB4","GeneCards"
"CHGA","GeneCards"
"WWTR1","GeneCards"
"MMP13","GeneCards"
"GSK3B","GeneCards"
"KAT2B","GeneCards"
"SLPI","GeneCards"
"PTHLH","GeneCards"
"CTSB","GeneCards"
"PRKAA2","GeneCards"
"BMAL1","GeneCards"
"PLG","GeneCards"
"G6PC2","GeneCards"
"MIR210","GeneCards"
"CASP8","GeneCards"
"CTSL","GeneCards"
"MMP10","GeneCards"
"PELATON","GeneCards"
"HFE","GeneCards"
"TXNIP","GeneCards"
"CASP9","GeneCards"
"EHMT2","GeneCards"
"IKBKB","GeneCards"
"RAP1B","GeneCards"
"CRMA","GeneCards"
"BRCA2","GeneCards"
"CASP7","GeneCards"
"CHKB-CPT1B","GeneCards"
"APOF","GeneCards"
"FABP6","GeneCards"
"SOCS3","GeneCards"
"CCDC71L","GeneCards"
"RUNX2","GeneCards"
"CHST2","GeneCards"
"FDFT1","GeneCards"
"ASXL1","GeneCards"
"XBP1","GeneCards"
"DNAH5","GeneCards"
"ANGPT2","GeneCards"
"TLR5","GeneCards"
"MIR532","GeneCards"
"CYP27B1","GeneCards"
"ADIPOR2","GeneCards"
"MLXIPL","GeneCards"
"TLR3","GeneCards"
"RMRP","GeneCards"
"PLA2G10","GeneCards"
"LIPE","GeneCards"
"CCL11","GeneCards"
"NBN","GeneCards"
"FDXR","GeneCards"
"CFD","GeneCards"
"MIR638","GeneCards"
"GYPA","GeneCards"
"ALOX15B","GeneCards"
"HMGCS1","GeneCards"
"MEF2A","GeneCards"
"IRS1","GeneCards"
"NRAS","GeneCards"
"ARAF","GeneCards"
"ATRIP","GeneCards"
"CCM2","GeneCards"
"FAT4","GeneCards"
"KIAA0319L","GeneCards"
"PXK","GeneCards"
"BANK1","GeneCards"
"ATRIP-TREX1","GeneCards"
"BLK-AS1","GeneCards"
"APOC4-APOC2","GeneCards"
"IL21-AS1","GeneCards"
"ZNF561-AS1","GeneCards"
"LOC126860303","GeneCards"
"MIR503HG","GeneCards"
"SLEAR","GeneCards"
"NECTIN2","GeneCards"
"INPPL1","GeneCards"
"AIF1","GeneCards"
"GH1","GeneCards"
"SFRP5","GeneCards"
"SFTA3","GeneCards"
"DKK3","GeneCards"
"GRAMD1C","GeneCards"
"SCN5A","GeneCards"
"MAPK13","GeneCards"
"C5","GeneCards"
"BRD4","GeneCards"
"BRCC3","GeneCards"
"MIR93","GeneCards"
"MIR424","GeneCards"
"PLIN3","GeneCards"
"MIR181D","GeneCards"
"EFEMP1","GeneCards"
"IL2RA","GeneCards"
"NR1D1","GeneCards"
"TAP1","GeneCards"
"PML","GeneCards"
"MSH3","GeneCards"
"DHX9","GeneCards"
"XPR1","GeneCards"
"MIR455","GeneCards"
"HBP1","GeneCards"
"PRDM1","GeneCards"
"ERBB4","GeneCards"
"PCP4","GeneCards"
"APOD","GeneCards"
"UTS2","GeneCards"
"PFN1","GeneCards"
"TAFAZZIN","GeneCards"
"MGMT","GeneCards"
"MDK","GeneCards"
"NTNG2","GeneCards"
"LINC01492","GeneCards"
"LINC01202","GeneCards"
"FAM186A","GeneCards"
"LINC00400","GeneCards"
"LOXL1","GeneCards"
"ADAM15","GeneCards"
"UGCG","GeneCards"
"MIR222HG","GeneCards"
"HBB","GeneCards"
"LINC01228","GeneCards"
"ACAT2","GeneCards"
"ABCA5","GeneCards"
"ABCA9","GeneCards"
"KCNN4","GeneCards"
"BRPF1","GeneCards"
"ATP8B1","GeneCards"
"ABCC11","GeneCards"
"MIR130A","GeneCards"
"BMP2","GeneCards"
"GTF2E2","GeneCards"
"TNNI3","GeneCards"
"MIR106B","GeneCards"
"GULP1","GeneCards"
"ADM","GeneCards"
"PPP2CA","GeneCards"
"ABCA2","GeneCards"
"NCOR2","GeneCards"
"KCNMA1","GeneCards"
"BPIFB4","GeneCards"
"IL5","GeneCards"
"CYP2D6","GeneCards"
"IGF2","GeneCards"
"KIF6","GeneCards"
"SMPD3","GeneCards"
"MIA3","GeneCards"
"BHMT","GeneCards"
"TLN1","GeneCards"
"MIR663A","GeneCards"
"GPR18","GeneCards"
"MIR149","GeneCards"
"SMN1","GeneCards"
"SMN2","GeneCards"
"HSPA12B","GeneCards"
"C1QTNF12","GeneCards"
"CD274","GeneCards"
"MAP3K5","GeneCards"
"CXCL2","GeneCards"
"DYNC2H1","GeneCards"
"MASP2","GeneCards"
"VAMP8","GeneCards"
"SERPINH1","GeneCards"
"CSF1R","GeneCards"
"KCNJ5","GeneCards"
"IBSP","GeneCards"
"ILK","GeneCards"
"TNC","GeneCards"
"BTK","GeneCards"
"BMPR2","GeneCards"
"IKBKE","GeneCards"
"RELB","GeneCards"
"FABP7","GeneCards"
"CDK5","GeneCards"
"ACACA","GeneCards"
"FABP5","GeneCards"
"TXNRD1","GeneCards"
"LGALS1","GeneCards"
"GSK3A","GeneCards"
"AGXT","GeneCards"
"CACNA2D1","GeneCards"
"S100B","GeneCards"
"ATM","GeneCards"
"MEFV","GeneCards"
"ADCY9","GeneCards"
"NFAT5","GeneCards"
"RETNLB","GeneCards"
"RGS2","GeneCards"
"IRF3","GeneCards"
"GSDMD","GeneCards"
"CTSG","GeneCards"
"SNHG14","GeneCards"
"RGCC","GeneCards"
"ABCA3","GeneCards"
"ECE2","GeneCards"
"MIR199B","GeneCards"
"BAZ1A","GeneCards"
"RIGI","GeneCards"
"USP7","GeneCards"
"HSPA1B","GeneCards"
"MIR18A","GeneCards"
"ZNF687","GeneCards"
"MYOCD","GeneCards"
"TNFRSF1B","GeneCards"
"CDH2","GeneCards"
"CSF2","GeneCards"
"UFM1","GeneCards"
"SIGLEC1","GeneCards"
"TRPV4","GeneCards"
"CREG1","GeneCards"
"MAPK12","GeneCards"
"TAGLN","GeneCards"
"MAFB","GeneCards"
"MYBPC3","GeneCards"
"TBK1","GeneCards"
"PRKAG3","GeneCards"
"HMGA1","GeneCards"
"PRKAG1","GeneCards"
"ABCB6","GeneCards"
"TGM2","GeneCards"
"MIR125B1","GeneCards"
"CNR1","GeneCards"
"PRKAB2","GeneCards"
"MIR152","GeneCards"
"ACACB","GeneCards"
"TRPV1","GeneCards"
"FCGR3A","GeneCards"
"F2R","GeneCards"
"DAB2IP","GeneCards"
"SETD5","GeneCards"
"MAP4K4","GeneCards"
"CH25H","GeneCards"
"SAMSN1","GeneCards"
"NFKBIE","GeneCards"
"FBXO3","GeneCards"
"WWP2","GeneCards"
"RGS5","GeneCards"
"COL15A1","GeneCards"
"PLCG1","GeneCards"
"AIMP1","GeneCards"
"TNFAIP6","GeneCards"
"MIR182","GeneCards"
"CAPN10","GeneCards"
"GPX4","GeneCards"
"TBX21","GeneCards"
"MIR23B","GeneCards"
"DLD","GeneCards"
"ADAM12","GeneCards"
"LYZ","GeneCards"
"FOS","GeneCards"
"DNTT","GeneCards"
"MIR409","GeneCards"
"HDAC7","GeneCards"
"NR5A2","GeneCards"
"COL4A2","GeneCards"
"CLTCL1","GeneCards"
"CGAS","GeneCards"
"HERPUD1","GeneCards"
"FCAMR","GeneCards"
"ATP2B1","GeneCards"
"PIGR","GeneCards"
"WDR12","GeneCards"
"SH2B3","GeneCards"
"ATG9B","GeneCards"
"SMTN","GeneCards"
"POLR1C","GeneCards"
"GSTM1","GeneCards"
"CPEB1","GeneCards"
"MIR517A","GeneCards"
"EDNRB","GeneCards"
"TRA-TGC7-1","GeneCards"
"MRAS","GeneCards"
"BCAR1","GeneCards"
"ZNF202","GeneCards"
"MIR511","GeneCards"
"COMP","GeneCards"
"JPX","GeneCards"
"MIR491","GeneCards"
"IGF2BP1","GeneCards"
"MIR9-2","GeneCards"
"LMNB1","GeneCards"
"CASC15","GeneCards"
"PI3","GeneCards"
"NRG1","GeneCards"
"COL18A1","GeneCards"
"FGF5","GeneCards"
"HSD11B1","GeneCards"
"P2RY1","GeneCards"
"MIR423","GeneCards"
"ITGAD","GeneCards"
"MFN2","GeneCards"
"SMARCD1","GeneCards"
"SLAMF7","GeneCards"
"CCL18","GeneCards"
"HSD11B2","GeneCards"
"PTPN1","GeneCards"
"BSCL2","GeneCards"
"MAGI1","GeneCards"
"DNM3OS","GeneCards"
"NPPB","GeneCards"
"GCKR","GeneCards"
"NOSIP","GeneCards"
"PTH","GeneCards"
"CRYAB","GeneCards"
"PNLIP","GeneCards"
"KNG1","GeneCards"
"CYSLTR2","GeneCards"
"FOXO3","GeneCards"
"SOD1","GeneCards"
"TIMP1","GeneCards"
"P2RX7","GeneCards"
"HMGCS2","GeneCards"
"GNE","GeneCards"
"LTBR","GeneCards"
"TENT5A","GeneCards"
"COBLL1","GeneCards"
"LOC110121285","GeneCards"
"CDH5","GeneCards"
"SLC22A12","GeneCards"
"MEOX2","GeneCards"
"BCL2","GeneCards"
"MAPK10","GeneCards"
"SLC5A7","GeneCards"
"FGFR2","GeneCards"
"TLR9","GeneCards"
"PEMT","GeneCards"
"SELL","GeneCards"
"SELPLG","GeneCards"
"PANX1","GeneCards"
"ITGB1","GeneCards"
"CYP3A5","GeneCards"
"HNF1A-AS1","GeneCards"
"GRK2","GeneCards"
"ITCH","GeneCards"
"CHUK","GeneCards"
"ATP5F1B","GeneCards"
"FABP2","GeneCards"
"HP","GeneCards"
"NRP1","GeneCards"
"CEP19","GeneCards"
"MIR301B","GeneCards"
"MARCO","GeneCards"
"MIR19B1","GeneCards"
"FABP3","GeneCards"
"BLM","GeneCards"
"RECQL4","GeneCards"
"CD86","GeneCards"
"MIR499A","GeneCards"
"DNM1L","GeneCards"
"TIMP3","GeneCards"
"IL13","GeneCards"
"NEXN","GeneCards"
"NPY","GeneCards"
"TIMP4","GeneCards"
"ITGB2","GeneCards"
"ABCC9","GeneCards"
"ADORA2A","GeneCards"
"PRSS3","GeneCards"
"AGPAT2","GeneCards"
"PCBP2-OT1","GeneCards"
"CHAT","GeneCards"
"SDC4","GeneCards"
"PROCR","GeneCards"
"MIR205","GeneCards"
"HAVCR1","GeneCards"
"LEF1","GeneCards"
"DDR1","GeneCards"
"PROM1","GeneCards"
"EGFL7","GeneCards"
"TPT1","GeneCards"
"XK","GeneCards"
"FPR2","GeneCards"
"S1PR2","GeneCards"
"IL32","GeneCards"
"CCR1","GeneCards"
"CXCL5","GeneCards"
"MIR30C2","GeneCards"
"MIR543","GeneCards"
"SCARNA5","GeneCards"
"PTH1R","GeneCards"
"IRF1","GeneCards"
"MIR142","GeneCards"
"ADD1","GeneCards"
"PTCH1","GeneCards"
"MTRR","GeneCards"
"CCND1","GeneCards"
"ACP5","GeneCards"
"CAPG","GeneCards"
"ERCC8","GeneCards"
"PDE3A","GeneCards"
"CSF3","GeneCards"
"MIR204","GeneCards"
"SDC1","GeneCards"
"KLKB1","GeneCards"
"ATP1B1","GeneCards"
"STK11","GeneCards"
"UCP3","GeneCards"
"RYR3","GeneCards"
"SLC7A11","GeneCards"
"NR3C1","GeneCards"
"GGT1","GeneCards"
"IL15","GeneCards"
"NOS1AP","GeneCards"
"TP53BP1","GeneCards"
"S100A4","GeneCards"
"MTR","GeneCards"
"FABP1","GeneCards"
"MIR342","GeneCards"
"MYH7","GeneCards"
"TNFSF14","GeneCards"
"MIR19A","GeneCards"
"PPBP","GeneCards"
"MIR24-1","GeneCards"
"CMKLR1","GeneCards"
"ANGPTL6","GeneCards"
"CCL19","GeneCards"
"IGF1R","GeneCards"
"TNFSF13B","GeneCards"
"MIR132","GeneCards"
"CLOCK","GeneCards"
"CYP2E1","GeneCards"
"MC4R","GeneCards"
"MIR330","GeneCards"
"MIR15A","GeneCards"
"MIR100","GeneCards"
"SPI1","GeneCards"
"CREB1","GeneCards"
"HNRNPK","GeneCards"
"PDCD4","GeneCards"
"ASPH","GeneCards"
"CPB2","GeneCards"
"ABCC4","GeneCards"
"KLF5","GeneCards"
"TRIM28","GeneCards"
"ID3","GeneCards"
"NCF2","GeneCards"
"CYP11B2","GeneCards"
"ITGAX","GeneCards"
"CYP2J2","GeneCards"
"IGFBP2","GeneCards"
"TMPO","GeneCards"
"MIR328","GeneCards"
"TRL-TAG1-1","GeneCards"
"GRN","GeneCards"
"ITGAL","GeneCards"
"THSD1","GeneCards"
"RELN","GeneCards"
"MIR186","GeneCards"
"IRS2","GeneCards"
"TFPI2","GeneCards"
"HAS2-AS1","GeneCards"
"MIR200B","GeneCards"
"SNAI1","GeneCards"
"PRKCA","GeneCards"
"TNFSF13","GeneCards"
"ADAR","GeneCards"
"ZBTB46","GeneCards"
"RFX1","GeneCards"
"MIR128-2","GeneCards"
"ANGPT1","GeneCards"
"MKS1","GeneCards"
"MIR124-1HG","GeneCards"
"MIR193A","GeneCards"
"HDAC4","GeneCards"
"OIP5-AS1","GeneCards"
"ATG7","GeneCards"
"AKR1B1","GeneCards"
"IL9","GeneCards"
"GAS6-DT","GeneCards"
"TRAF2","GeneCards"
"TLR8","GeneCards"
"MIR139","GeneCards"
"PDGFD","GeneCards"
"CCL22","GeneCards"
"ZEB2","GeneCards"
"LOC138842263","GeneCards"
"PLK1","GeneCards"
"MIR92A1","GeneCards"
"MIR377","GeneCards"
"IL12B","GeneCards"
"ATF4","GeneCards"
"SLC11A1","GeneCards"
"CXCR5","GeneCards"
"CAMP","GeneCards"
"PDGFA","GeneCards"
"AR","GeneCards"
"RGMA","GeneCards"
"MIR652","GeneCards"
"MIRLET7D","GeneCards"
"ADAMTS5","GeneCards"
"XRCC1","GeneCards"
"MIR30A","GeneCards"
"ARL4C","GeneCards"
"NBR2","GeneCards"
"ERCC1","GeneCards"
"SMURF2","GeneCards"
"ADTRP","GeneCards"
"PSAP","GeneCards"
"MYO7A","GeneCards"
"OGG1","GeneCards"
"GPX3","GeneCards"
"CCL8","GeneCards"
"H3C1","GeneCards"
"HSPE1","GeneCards"
"MIR302D","GeneCards"
"ERN2","GeneCards"
"ALKBH5","GeneCards"
"MIR148A","GeneCards"
"PCNT","GeneCards"
"CALCA","GeneCards"
"IL3","GeneCards"
"TSPAN17","GeneCards"
"NUDCD1","GeneCards"
"CLEC1A","GeneCards"
"MIR141","GeneCards"
"HNRNPM","GeneCards"
"IFIH1","GeneCards"
"TRAF1","GeneCards"
"MUC1","GeneCards"
"THBS2","GeneCards"
"IRF8","GeneCards"
"EBI3","GeneCards"
"DDR2","GeneCards"
"VEGFB","GeneCards"
"FMN2","GeneCards"
"SOX7","GeneCards"
"EIF2AK3","GeneCards"
"EEF2K","GeneCards"
"ICOS","GeneCards"
"MIR10A","GeneCards"
"ENHO","GeneCards"
"HSF1","GeneCards"
"CDC42","GeneCards"
"CAV3","GeneCards"
"IRAK4","GeneCards"
"BAG3","GeneCards"
"CUL4A","GeneCards"
"PIWIL1","GeneCards"
"IRF7","GeneCards"
"WTAP","GeneCards"
"PALLD","GeneCards"
"MIR200A","GeneCards"
"MIR183","GeneCards"
"HSPA8","GeneCards"
"KIT","GeneCards"
"TAB2","GeneCards"
"NTM","GeneCards"
"G3BP1","GeneCards"
"MIR181B1","GeneCards"
"MIR199A1","GeneCards"
"PRKCQ","GeneCards"
"ATF6","GeneCards"
"GBA1","GeneCards"
"MIR27A","GeneCards"
"SORCS1","GeneCards"
"LAG3","GeneCards"
"CD34","GeneCards"
"C2","GeneCards"
"HIF3A","GeneCards"
"MIR335","GeneCards"
"ATP6AP2","GeneCards"
"MIR144","GeneCards"
"PLN","GeneCards"
"MIR29B1","GeneCards"
"UGT1A3","GeneCards"
"C1QC","GeneCards"
"IL23R","GeneCards"
"MIR30E","GeneCards"
"NOTCH4","GeneCards"
"CXCL13","GeneCards"
"USP18","GeneCards"
"ITGA5","GeneCards"
"MIR877","GeneCards"
"NCF4","GeneCards"
"KLRK1","GeneCards"
"MIR337","GeneCards"
"PCSK1","GeneCards"
"FOXO4","GeneCards"
"TNNC1","GeneCards"
"MIR185","GeneCards"
"IFNA2","GeneCards"
"GZMB","GeneCards"
"MIR200C","GeneCards"
"MIR654","GeneCards"
"F2RL3","GeneCards"
"MIR103A1","GeneCards"
"PPIA","GeneCards"
"BMPER","GeneCards"
"SERPING1","GeneCards"
"CXCL9","GeneCards"
"SLC10A2","GeneCards"
"CLEC7A","GeneCards"
"ACTB","GeneCards"
"MIR338","GeneCards"
"CD4","GeneCards"
"H2AX","GeneCards"
"NFIL3","GeneCards"
"RN7SL1","GeneCards"
"C5AR1","GeneCards"
"RECQL","GeneCards"
"CMA1","GeneCards"
"MIR369","GeneCards"
"DGAT1","GeneCards"
"METRNL","GeneCards"
"GLRX","GeneCards"
"LPCAT3","GeneCards"
"AKR1C3","GeneCards"
"ABCC8","GeneCards"
"GNAI2","GeneCards"
"CTRC","GeneCards"
"IL27RA","GeneCards"
"ADAM33","GeneCards"
"FOXA3","GeneCards"
"MIR15B","GeneCards"
"PCNA","GeneCards"
"GNMT","GeneCards"
"BACH1","GeneCards"
"MIR206","GeneCards"
"STRA6","GeneCards"
"TFCP2","GeneCards"
"MTHFD1","GeneCards"
"MIR192","GeneCards"
"PTK2B","GeneCards"
"KCNA3","GeneCards"
"MIR10B","GeneCards"
"MIR361","GeneCards"
"MIR362","GeneCards"
"PLA2G15","GeneCards"
"IFNA1","GeneCards"
"IL7R","GeneCards"
"FGF7","GeneCards"
"GCG","GeneCards"
"WRNIP1","GeneCards"
"FOXP1","GeneCards"
"TCN2","GeneCards"
"PCSK7","GeneCards"
"CKM","GeneCards"
"IFI27","GeneCards"
"ICAM2","GeneCards"
"SQLE","GeneCards"
"MIR497","GeneCards"
"YY1","GeneCards"
"NFE2L1","GeneCards"
"CSK","GeneCards"
"DDAH1","GeneCards"
"APELA","GeneCards"
"ARF6","GeneCards"
"MIR137","GeneCards"
"CCR8","GeneCards"
"CFB","GeneCards"
"PRG2","GeneCards"
"FBXW7-AS1","GeneCards"
"NPC2","GeneCards"
"RAP1A","GeneCards"
"PIN1","GeneCards"
"MIR29C","GeneCards"
"SGK1","GeneCards"
"ANG","GeneCards"
"S1PR1","GeneCards"
"EEF1A2","GeneCards"
"GFUS","GeneCards"
"CACNA1G-AS1","GeneCards"
"MIR519A1","GeneCards"
"PDE5A","GeneCards"
"NTRK2","GeneCards"
"CKMT2","GeneCards"
"FOLH1","GeneCards"
"PRKDC","GeneCards"
"NNMT","GeneCards"
"ELK1","GeneCards"
"PDE3B","GeneCards"
"NOD1","GeneCards"
"HTRA1","GeneCards"
"OSCP1","GeneCards"
"SIRT2","GeneCards"
"SLC2A2","GeneCards"
"CACNA1H","GeneCards"
"SIRPA","GeneCards"
"DOCK2","GeneCards"
"EPHB2","GeneCards"
"MIR490","GeneCards"
"SMARCA2","GeneCards"
"CDR1-AS","GeneCards"
"GDF11","GeneCards"
"PIGF","GeneCards"
"GSN","GeneCards"
"KLF3","GeneCards"
"MIR4767","GeneCards"
"PXN","GeneCards"
"CFL2","GeneCards"
"NCOA4","GeneCards"
"KCNMB1","GeneCards"
"SLC6A4","GeneCards"
"STAT5A","GeneCards"
"TCN1","GeneCards"
"MSH6","GeneCards"
"NDE1","GeneCards"
"SEMA3A","GeneCards"
"KISS1","GeneCards"
"C1QTNF3","GeneCards"
"MIR486-1","GeneCards"
"ORMDL3","GeneCards"
"MMP17","GeneCards"
"SULT1E1","GeneCards"
"MAP1LC3B","GeneCards"
"IL23A","GeneCards"
"XRCC5","GeneCards"
"XRCC6","GeneCards"
"RECK","GeneCards"
"MIR27B","GeneCards"
"MIR34B","GeneCards"
"RBPMS","GeneCards"
"BMP6","GeneCards"
"MIR9-1","GeneCards"
"MIR664A","GeneCards"
"MLH1","GeneCards"
"SLC22A5","GeneCards"
"PGD","GeneCards"
"SIGIRR","GeneCards"
"PAGR1","GeneCards"
"ATF1","GeneCards"
"MSH2","GeneCards"
"NEBL","GeneCards"
"KCNE2","GeneCards"
"CANX","GeneCards"
"C1QBP","GeneCards"
"TRPC1","GeneCards"
"ID1","GeneCards"
"PRKD1","GeneCards"
"ATP2A2","GeneCards"
"NRIP1","GeneCards"
"TRAP1","GeneCards"
"PRMT2","GeneCards"
"MIR663B","GeneCards"
"TBL1XR1","GeneCards"
"USP9X","GeneCards"
"TYROBP","GeneCards"
"SETD7","GeneCards"
"GPR65","GeneCards"
"IGF2-AS","GeneCards"
"NCOA2","GeneCards"
"ORAI1","GeneCards"
"CARD9","GeneCards"
"CEMIP","GeneCards"
"AUNIP","GeneCards"
"RPA1","GeneCards"
"CAMK2D","GeneCards"
"PTGDR","GeneCards"
"TRIM7","GeneCards"
"SESN2","GeneCards"
"TRC-GCA24-1","GeneCards"
"AKT3","GeneCards"
"COMMD10","GeneCards"
"MIR4739","GeneCards"
"SLC29A1","GeneCards"
"CD69","GeneCards"
"ATR","GeneCards"
"TNFRSF4","GeneCards"
"TNFRSF10A","GeneCards"
"CD9","GeneCards"
"MAP3K8","GeneCards"
"MME","GeneCards"
"VTN","GeneCards"
"MIR363","GeneCards"
"TFAM","GeneCards"
"NAT2","GeneCards"
"CYP39A1","GeneCards"
"EGLN1","GeneCards"
"ICOSLG","GeneCards"
"RGS9BP","GeneCards"
"MIR503","GeneCards"
"MIR136","GeneCards"
"GATA3","GeneCards"
"IL21","GeneCards"
"MX1","GeneCards"
"TNFRSF17","GeneCards"
"BHMT2","GeneCards"
"WDFY4","GeneCards"
"MIR218-1","GeneCards"
"MIR374A","GeneCards"
"MIR374B","GeneCards"
"MIR412","GeneCards"
"TERF1","GeneCards"
"ITSN2","GeneCards"
"NAT10","GeneCards"
"C1S","GeneCards"
"AIRE","GeneCards"
"EIF6","GeneCards"
"MIR135B","GeneCards"
"MIR197","GeneCards"
"CD70","GeneCards"
"FCN3","GeneCards"
"MMRN1","GeneCards"
"IFI44","GeneCards"
"MIR135A1","GeneCards"
"CFAP91","GeneCards"
"ASGR1","GeneCards"
"PPFIA1","GeneCards"
"PRDX4","GeneCards"
"FGF2","GeneCards"
"VCL","GeneCards"
"RXRB","GeneCards"
"STAB1","GeneCards"
"NEDD4","GeneCards"
"OAS1","GeneCards"
"SAMHD1","GeneCards"
"MIR339","GeneCards"
"MIR675","GeneCards"
"MIR485","GeneCards"
"MIR671","GeneCards"
"MIR7-1","GeneCards"
"ACKR2","GeneCards"
"BMP1","GeneCards"
"CIDEC","GeneCards"
"PPP1R3A","GeneCards"
"XAB2","GeneCards"
"SLC2A12","GeneCards"
"ACKR1","GeneCards"
"LINC-PINT","GeneCards"
"TTN","GeneCards"
"ZNF335","GeneCards"
"SYK","GeneCards"
"SLCO1B3","GeneCards"
"IL20RB","GeneCards"
"FAS-AS1","GeneCards"
"COG5","GeneCards"
"MAP2K5","GeneCards"
"RAPGEF3","GeneCards"
"MIR590","GeneCards"
"ANKH","GeneCards"
"SOX2","GeneCards"
"FFAR4","GeneCards"
"IL17RB","GeneCards"
"FGFR3","GeneCards"
"COL6A1","GeneCards"
"HGD","GeneCards"
"HSP90AA1","GeneCards"
"NAB2","GeneCards"
"LOC126862855","GeneCards"
"DAPK1","GeneCards"
"MYL2","GeneCards"
"HTN1","GeneCards"
"ADRB1","GeneCards"
"PCK2","GeneCards"
"IFIT3","GeneCards"
"GIMAP5","GeneCards"
"MIR1248","GeneCards"
"RCAN1","GeneCards"
"A2M","GeneCards"
"NPR2","GeneCards"
"FGF18","GeneCards"
"CALML4","GeneCards"
"MIR512-1","GeneCards"
"ZC3HC1","GeneCards"
"TXNRD2","GeneCards"
"DNM2","GeneCards"
"CYP21A2","GeneCards"
"ADAMTS12","GeneCards"
"PYCARD","GeneCards"
"ENDOG","GeneCards"
"NGF","GeneCards"
"KCNJ1","GeneCards"
"IL24","GeneCards"
"GSTT1","GeneCards"
"SCD5","GeneCards"
"TPM1","GeneCards"
"LAMA4","GeneCards"
"CP","GeneCards"
"GPR4","GeneCards"
"CYP1A2","GeneCards"
"MYH10","GeneCards"
"MCAM","GeneCards"
"CACNA1S","GeneCards"
"CAPN2","GeneCards"
"CEBPB","GeneCards"
"TGFBR3","GeneCards"
"HCAR3","GeneCards"
"FRS2","GeneCards"
"ROR2","GeneCards"
"RAG2","GeneCards"
"IFNAR1","GeneCards"
"TLR1","GeneCards"
"MIR370","GeneCards"
"AIDA","GeneCards"
"ACTC1","GeneCards"
"UGT2B7","GeneCards"
"SLC22A8","GeneCards"
"PINX1","GeneCards"
"SLC17A4","GeneCards"
"MIR20B","GeneCards"
"RTN4","GeneCards"
"CHRNB4","GeneCards"
"CYP1B1","GeneCards"
"ACKR4","GeneCards"
"GCH1","GeneCards"
"SLCO1A2","GeneCards"
"CARD8","GeneCards"
"C1QTNF9","GeneCards"
"MTNR1B","GeneCards"
"RPS6KA1","GeneCards"
"CDKN1B","GeneCards"
"TRAF5","GeneCards"
"LTB4R2","GeneCards"
"HAS2","GeneCards"
"GPX1","GeneCards"
"CHRNA3","GeneCards"
"DOCK1","GeneCards"
"CHRNA5","GeneCards"
"SMOC1","GeneCards"
"NABP2","GeneCards"
"PDGFDDN","GeneCards"
"RB1","GeneCards"
"YTHDF2","GeneCards"
"CCL23","GeneCards"
"VIM","GeneCards"
"INSIG1","GeneCards"
"IRGM","GeneCards"
"SLC25A1","GeneCards"
"LECT2","GeneCards"
"SLC10A1","GeneCards"
"HTR7","GeneCards"
"HTR3B","GeneCards"
"ARMS2","GeneCards"
"GSTP1","GeneCards"
"AS3MT","GeneCards"
"ADH1B","GeneCards"
"NLRC5","GeneCards"
"LDB2","GeneCards"
"MIR429","GeneCards"
"CSGALNACT2","GeneCards"
"MRGPRD","GeneCards"
"RNASE3","GeneCards"
"MED1","GeneCards"
"NFKBIB","GeneCards"
"FGF3","GeneCards"
"NKX2-5","GeneCards"
"SLC17A3","GeneCards"
"RTN3","GeneCards"
"RAB22A","GeneCards"
"CCND2","GeneCards"
"MRC1","GeneCards"
"NDUFS3","GeneCards"
"NDUFB11","GeneCards"
"HBA1","GeneCards"
"TYMP","GeneCards"
"CDK4","GeneCards"
"STIM1","GeneCards"
"TNFSF15","GeneCards"
"BCHE","GeneCards"
"LGALS3BP","GeneCards"
"IKBKG","GeneCards"
"SLC30A8","GeneCards"
"MYDGF","GeneCards"
"SERPINA3","GeneCards"
"CPT1A","GeneCards"
"CLIC4","GeneCards"
"MIRLET7A1","GeneCards"
"PGLYRP1","GeneCards"
"FDPS","GeneCards"
"MAP2K3","GeneCards"
"SURF4","GeneCards"
"CADM1","GeneCards"
"MIR19B2","GeneCards"
"SEMA7A","GeneCards"
"MIR92A2","GeneCards"
"CYP4F2","GeneCards"
"PDE2A","GeneCards"
"IGFBP5","GeneCards"
"PRKCE","GeneCards"
"USP14","GeneCards"
"F2RL1","GeneCards"
"TSLP","GeneCards"
"GAA","GeneCards"
"NOTCH2","GeneCards"
"CS","GeneCards"
"FUS","GeneCards"
"MEF2C","GeneCards"
"SHH","GeneCards"
"YWHAZ","GeneCards"
"MT2A","GeneCards"
"TM6SF2","GeneCards"
"APAF1","GeneCards"
"IGF2BP2","GeneCards"
"SRY","GeneCards"
"UNC5B","GeneCards"
"RAD51","GeneCards"
"IRF2BP2","GeneCards"
"NEIL3","GeneCards"
"TREML4","GeneCards"
"TYMS","GeneCards"
"LUM","GeneCards"
"ADH1C","GeneCards"
"SLC29A3","GeneCards"
"SLC29A2","GeneCards"
"NCAM1","GeneCards"
"SLC22A11","GeneCards"
"RNY3","GeneCards"
"LTBP1","GeneCards"
"GPX6","GeneCards"
"GLA","GeneCards"
"TRPA1","GeneCards"
"HES1","GeneCards"
"LRG1","GeneCards"
"LIFR","GeneCards"
"CLEC5A","GeneCards"
"LMOD1","GeneCards"
"LY86","GeneCards"
"F13B","GeneCards"
"VAMP3","GeneCards"
"S100A7","GeneCards"
"CCL28","GeneCards"
"SELENOP","GeneCards"
